Mv,Hc,Skew,Jdp,File
0.998,7.90462,0.4,0.0,2.0
0.998,7.97055,0.4,0.0,3.0
0.998,8.04101,0.4,0.0,4.0
0.998,8.10799,0.4,0.0,5.0
0.998,8.18411,0.4,0.0,6.0
0.998,8.23891,0.4,0.0,7.0
0.998,8.29124,0.4,0.0,8.0
0.998,8.35151,0.4,0.0,9.0
0.998,8.40791,0.4,0.0,10.0
0.998,7.51913,0.4,0.0,11.0
0.998,7.48395,0.4,0.0,12.0
0.998,8.46745,0.4,0.0,13.0
0.998,8.50881,0.4,0.0,14.0
0.998,8.56929,0.4,0.0,15.0
0.998,8.60697,0.4,0.0,16.0
0.998,8.6699,0.4,0.0,17.0
0.998,8.69805,0.4,0.0,18.0
0.998,8.75834,0.4,0.0,19.0
0.998,8.87328,0.4,0.0,20.0
0.998,9.0211,0.4,0.0,21.0
0.998,7.54376,0.4,0.0,22.0
0.998,9.11087,0.4,0.0,23.0
0.998,7.49758,0.4,0.0,24.0
0.998,9.17844,0.4,0.0,25.0
0.998,9.21088,0.4,0.0,26.0
0.998,9.26088,0.4,0.0,27.0
0.996,9.32773,0.4,0.0,28.0
0.998,7.58105,0.4,0.0,29.0
0.998,7.63017,0.4,0.0,30.0
0.998,7.6856,0.4,0.0,31.0
0.998,7.73218,0.4,0.0,32.0
0.998,7.78296,0.4,0.0,33.0
0.998,7.46243,0.4,0.0,34.0
0.998,7.46607,0.4,0.05,0.0
0.998,7.70956,0.4,0.05,1.0
0.998,7.75783,0.4,0.05,2.0
0.998,7.81084,0.4,0.05,3.0
0.998,7.87217,0.4,0.05,4.0
0.998,7.92021,0.4,0.05,5.0
0.998,7.98704,0.4,0.05,6.0
0.998,8.06151,0.4,0.05,7.0
0.998,8.12224,0.4,0.05,8.0
0.998,8.16321,0.4,0.05,9.0
0.998,8.22139,0.4,0.05,10.0
0.998,7.47962,0.4,0.05,11.0
0.998,7.46024,0.4,0.05,12.0
0.998,8.2808,0.4,0.05,13.0
0.998,8.31926,0.4,0.05,14.0
0.998,8.3531,0.4,0.05,15.0
0.998,8.42816,0.4,0.05,16.0
0.998,8.45834,0.4,0.05,17.0
0.998,8.5409,0.4,0.05,18.0
0.998,8.59217,0.4,0.05,19.0
0.998,8.61148,0.4,0.05,20.0
0.998,8.61079,0.4,0.05,21.0
0.998,7.49493,0.4,0.05,22.0
0.998,8.66592,0.4,0.05,23.0
0.998,7.46393,0.4,0.05,24.0
0.998,8.74265,0.4,0.05,25.0
0.998,8.90609,0.4,0.05,26.0
0.998,8.99059,0.4,0.05,27.0
0.998,9.07156,0.4,0.05,28.0
0.998,9.0906,0.4,0.05,29.0
0.998,9.1406,0.4,0.05,30.0
0.996,9.22083,0.4,0.05,31.0
0.998,7.51294,0.4,0.05,32.0
0.998,7.5414,0.4,0.05,33.0
0.998,7.57088,0.4,0.05,34.0
0.998,7.61006,0.4,0.05,35.0
0.998,7.65975,0.4,0.05,36.0
0.998,7.46551,0.4,0.05,37.0
0.998,7.46994,0.4,0.1,0.0
0.996,9.11392,0.4,0.1,1.0
0.998,7.59834,0.4,0.1,2.0
0.998,7.64256,0.4,0.1,3.0
0.998,7.68383,0.4,0.1,4.0
0.998,7.72476,0.4,0.1,5.0
0.998,7.77008,0.4,0.1,6.0
0.998,7.83438,0.4,0.1,7.0
0.998,7.8757,0.4,0.1,8.0
0.998,7.93598,0.4,0.1,9.0
0.998,7.9946,0.4,0.1,10.0
0.998,8.06191,0.4,0.1,11.0
0.998,7.46234,0.4,0.1,12.0
0.998,7.46543,0.4,0.1,13.0
0.998,8.11695,0.4,0.1,14.0
0.998,8.15762,0.4,0.1,15.0
0.998,8.21311,0.4,0.1,16.0
0.998,8.2653,0.4,0.1,17.0
0.998,8.29945,0.4,0.1,18.0
0.998,8.35697,0.4,0.1,19.0
0.998,8.40472,0.4,0.1,20.0
0.998,8.40921,0.4,0.1,21.0
0.998,8.48708,0.4,0.1,22.0
0.998,7.4663,0.4,0.1,23.0
0.998,8.50053,0.4,0.1,24.0
0.998,7.46633,0.4,0.1,25.0
0.998,8.5731,0.4,0.1,26.0
0.998,8.62754,0.4,0.1,27.0
0.998,8.65521,0.4,0.1,28.0
0.998,8.69134,0.4,0.1,29.0
0.998,8.7925,0.4,0.1,30.0
0.998,8.87031,0.4,0.1,31.0
0.998,8.96466,0.4,0.1,32.0
0.998,8.97032,0.4,0.1,33.0
0.998,7.47378,0.4,0.1,34.0
0.998,9.02032,0.4,0.1,35.0
0.998,7.48959,0.4,0.1,36.0
0.998,7.51246,0.4,0.1,37.0
0.998,7.53395,0.4,0.1,38.0
0.998,7.56047,0.4,0.1,39.0
0.998,7.4673,0.4,0.1,40.0
0.998,7.46994,0.4,0.15,0.0
0.998,8.85846,0.4,0.15,1.0
0.998,7.53001,0.4,0.15,2.0
0.998,7.55122,0.4,0.15,3.0
0.998,7.5866,0.4,0.15,4.0
0.998,7.62652,0.4,0.15,5.0
0.998,7.68273,0.4,0.15,6.0
0.998,7.71026,0.4,0.15,7.0
0.998,7.74842,0.4,0.15,8.0
0.998,7.79931,0.4,0.15,9.0
0.998,7.83992,0.4,0.15,10.0
0.998,7.89073,0.4,0.15,11.0
0.998,7.46526,0.4,0.15,12.0
0.998,7.4679,0.4,0.15,13.0
0.998,7.95142,0.4,0.15,14.0
0.998,8.00647,0.4,0.15,15.0
0.998,8.06233,0.4,0.15,16.0
0.998,8.10332,0.4,0.15,17.0
0.998,8.16814,0.4,0.15,18.0
0.998,8.21763,0.4,0.15,19.0
0.998,8.26424,0.4,0.15,20.0
0.998,8.25584,0.4,0.15,21.0
0.998,8.31806,0.4,0.15,22.0
0.998,7.46498,0.4,0.15,23.0
0.998,8.3707,0.4,0.15,24.0
0.998,7.46714,0.4,0.15,25.0
0.998,8.42702,0.4,0.15,26.0
0.998,8.50172,0.4,0.15,27.0
0.998,8.53909,0.4,0.15,28.0
0.998,8.51625,0.4,0.15,29.0
0.998,8.61677,0.4,0.15,30.0
0.998,8.5792,0.4,0.15,31.0
0.998,8.61209,0.4,0.15,32.0
0.998,8.68179,0.4,0.15,33.0
0.998,7.46574,0.4,0.15,34.0
0.998,8.76207,0.4,0.15,35.0
0.998,7.46866,0.4,0.15,36.0
0.998,7.47282,0.4,0.15,37.0
0.998,7.48611,0.4,0.15,38.0
0.998,7.50658,0.4,0.15,39.0
0.998,7.46767,0.4,0.15,40.0
0.998,7.46586,0.4,0.2,0.0
0.998,8.58001,0.4,0.2,1.0
0.998,7.48926,0.4,0.2,2.0
0.998,7.50206,0.4,0.2,3.0
0.998,7.52206,0.4,0.2,4.0
0.998,7.55022,0.4,0.2,5.0
0.998,7.57797,0.4,0.2,6.0
0.998,7.60807,0.4,0.2,7.0
0.998,7.65552,0.4,0.2,8.0
0.998,7.68898,0.4,0.2,9.0
0.998,7.73671,0.4,0.2,10.0
0.998,7.76911,0.4,0.2,11.0
0.998,7.46445,0.4,0.2,12.0
0.998,7.46897,0.4,0.2,13.0
0.998,7.8298,0.4,0.2,14.0
0.998,7.87015,0.4,0.2,15.0
0.998,7.90478,0.4,0.2,16.0
0.998,7.95689,0.4,0.2,17.0
0.998,8.00357,0.4,0.2,18.0
0.998,8.04554,0.4,0.2,19.0
0.998,8.10024,0.4,0.2,20.0
0.998,8.15012,0.4,0.2,21.0
0.998,8.2082,0.4,0.2,22.0
0.998,7.46564,0.4,0.2,23.0
0.998,8.2332,0.4,0.2,24.0
0.998,7.46877,0.4,0.2,25.0
0.998,8.25447,0.4,0.2,26.0
0.998,8.32201,0.4,0.2,27.0
0.998,8.36439,0.4,0.2,28.0
0.998,8.40888,0.4,0.2,29.0
0.998,8.4664,0.4,0.2,30.0
0.998,8.4999,0.4,0.2,31.0
0.998,8.5201,0.4,0.2,32.0
0.998,8.56731,0.4,0.2,33.0
0.998,7.46575,0.4,0.2,34.0
0.998,8.53271,0.4,0.2,35.0
0.998,7.46402,0.4,0.2,36.0
0.998,7.46354,0.4,0.2,37.0
0.998,7.46819,0.4,0.2,38.0
0.998,7.47023,0.4,0.2,39.0
0.998,7.46564,0.4,0.2,40.0
0.998,7.47044,0.4,0.25,0.0
0.998,8.5421,0.4,0.25,1.0
0.998,7.46877,0.4,0.25,2.0
0.998,7.47593,0.4,0.25,3.0
0.998,7.48862,0.4,0.25,4.0
0.998,7.50767,0.4,0.25,5.0
0.998,7.52369,0.4,0.25,6.0
0.998,7.54875,0.4,0.25,7.0
0.998,7.57004,0.4,0.25,8.0
0.998,7.59558,0.4,0.25,9.0
0.998,7.6328,0.4,0.25,10.0
0.998,7.67797,0.4,0.25,11.0
0.998,7.46924,0.4,0.25,12.0
0.998,7.46656,0.4,0.25,13.0
0.998,7.71958,0.4,0.25,14.0
0.998,7.74246,0.4,0.25,15.0
0.998,7.80203,0.4,0.25,16.0
0.998,7.84096,0.4,0.25,17.0
0.998,7.87882,0.4,0.25,18.0
0.998,7.9221,0.4,0.25,19.0
0.998,7.96529,0.4,0.25,20.0
0.998,8.00167,0.4,0.25,21.0
0.998,8.03073,0.4,0.25,22.0
0.998,7.46661,0.4,0.25,23.0
0.998,8.09707,0.4,0.25,24.0
0.998,7.46526,0.4,0.25,25.0
0.998,8.15275,0.4,0.25,26.0
0.998,8.19184,0.4,0.25,27.0
0.998,8.24768,0.4,0.25,28.0
0.998,8.27202,0.4,0.25,29.0
0.998,8.31706,0.4,0.25,30.0
0.998,8.32518,0.4,0.25,31.0
0.998,8.40041,0.4,0.25,32.0
0.998,8.47841,0.4,0.25,33.0
0.998,7.46558,0.4,0.25,34.0
0.998,8.50181,0.4,0.25,35.0
0.998,7.46068,0.4,0.25,36.0
0.998,7.46925,0.4,0.25,37.0
0.998,7.46162,0.4,0.25,38.0
0.998,7.46566,0.4,0.25,39.0
0.998,7.46487,0.4,0.25,40.0
0.998,7.47714,0.4,0.3,0.0
0.998,8.35566,0.4,0.3,1.0
0.998,7.46545,0.4,0.3,2.0
0.998,7.4634,0.4,0.3,3.0
0.998,7.47334,0.4,0.3,4.0
0.998,7.47667,0.4,0.3,5.0
0.998,7.48478,0.4,0.3,6.0
0.998,7.50367,0.4,0.3,7.0
0.998,7.52392,0.4,0.3,8.0
0.998,7.54335,0.4,0.3,9.0
0.998,7.56937,0.4,0.3,10.0
0.998,7.58215,0.4,0.3,11.0
0.998,7.46837,0.4,0.3,12.0
0.998,7.46607,0.4,0.3,13.0
0.998,7.62519,0.4,0.3,14.0
0.998,7.67073,0.4,0.3,15.0
0.998,7.70622,0.4,0.3,16.0
0.998,7.7223,0.4,0.3,17.0
0.998,7.76864,0.4,0.3,18.0
0.998,7.79063,0.4,0.3,19.0
0.998,7.85477,0.4,0.3,20.0
0.998,7.88485,0.4,0.3,21.0
0.998,7.92452,0.4,0.3,22.0
0.998,7.46937,0.4,0.3,23.0
0.998,7.95017,0.4,0.3,24.0
0.998,7.4656,0.4,0.3,25.0
0.998,8.00653,0.4,0.3,26.0
0.998,8.05293,0.4,0.3,27.0
0.998,8.08306,0.4,0.3,28.0
0.998,8.11813,0.4,0.3,29.0
0.998,8.1916,0.4,0.3,30.0
0.998,8.2385,0.4,0.3,31.0
0.998,8.25445,0.4,0.3,32.0
0.998,8.33157,0.4,0.3,33.0
0.998,7.46521,0.4,0.3,34.0
0.998,8.31513,0.4,0.3,35.0
0.998,7.46828,0.4,0.3,36.0
0.998,7.4642,0.4,0.3,37.0
0.998,7.46581,0.4,0.3,38.0
0.998,7.46639,0.4,0.3,39.0
0.998,7.47738,0.4,0.3,40.0
0.998,7.48338,0.4,0.35,0.0
0.998,8.24756,0.4,0.35,1.0
0.998,7.47177,0.4,0.35,2.0
0.998,7.46391,0.4,0.35,3.0
0.998,7.4637,0.4,0.35,4.0
0.998,7.46554,0.4,0.35,5.0
0.998,7.47236,0.4,0.35,6.0
0.998,7.47472,0.4,0.35,7.0
0.998,7.48536,0.4,0.35,8.0
0.998,7.50546,0.4,0.35,9.0
0.998,7.52549,0.4,0.35,10.0
0.998,7.53954,0.4,0.35,11.0
0.998,7.47146,0.4,0.35,12.0
0.998,7.47463,0.4,0.35,13.0
0.998,7.55331,0.4,0.35,14.0
0.998,7.58815,0.4,0.35,15.0
0.998,7.61349,0.4,0.35,16.0
0.998,7.6529,0.4,0.35,17.0
0.998,7.68391,0.4,0.35,18.0
0.998,7.72559,0.4,0.35,19.0
0.998,7.75644,0.4,0.35,20.0
0.998,7.7951,0.4,0.35,21.0
0.998,7.82151,0.4,0.35,22.0
0.998,7.46707,0.4,0.35,23.0
0.998,7.8383,0.4,0.35,24.0
0.998,7.47031,0.4,0.35,25.0
0.998,7.89382,0.4,0.35,26.0
0.998,7.93356,0.4,0.35,27.0
0.998,7.99525,0.4,0.35,28.0
0.998,8.02351,0.4,0.35,29.0
0.998,8.05048,0.4,0.35,30.0
0.998,8.07668,0.4,0.35,31.0
0.998,8.14369,0.4,0.35,32.0
0.998,8.18396,0.4,0.35,33.0
0.998,7.47302,0.4,0.35,34.0
0.998,8.20041,0.4,0.35,35.0
0.998,7.47089,0.4,0.35,36.0
0.998,7.47298,0.4,0.35,37.0
0.998,7.47152,0.4,0.35,38.0
0.998,7.46447,0.4,0.35,39.0
0.998,7.48374,0.4,0.35,40.0
0.998,7.49182,0.4,0.4,0.0
0.998,8.14866,0.4,0.4,1.0
0.998,7.47218,0.4,0.4,2.0
0.998,7.46899,0.4,0.4,3.0
0.998,7.46681,0.4,0.4,4.0
0.998,7.46946,0.4,0.4,5.0
0.998,7.46062,0.4,0.4,6.0
0.998,7.4644,0.4,0.4,7.0
0.998,7.47503,0.4,0.4,8.0
0.998,7.47652,0.4,0.4,9.0
0.998,7.49235,0.4,0.4,10.0
0.998,7.50242,0.4,0.4,11.0
0.998,7.47674,0.4,0.4,12.0
0.998,7.49034,0.4,0.4,13.0
0.998,7.52224,0.4,0.4,14.0
0.998,7.53187,0.4,0.4,15.0
0.998,7.54984,0.4,0.4,16.0
0.998,7.57067,0.4,0.4,17.0
0.998,7.61436,0.4,0.4,18.0
0.998,7.64166,0.4,0.4,19.0
0.998,7.68425,0.4,0.4,20.0
0.998,7.71081,0.4,0.4,21.0
0.998,7.73395,0.4,0.4,22.0
0.998,7.46971,0.4,0.4,23.0
0.998,7.77061,0.4,0.4,24.0
0.998,7.47747,0.4,0.4,25.0
0.998,7.80463,0.4,0.4,26.0
0.998,7.81408,0.4,0.4,27.0
0.998,7.85897,0.4,0.4,28.0
0.998,7.9103,0.4,0.4,29.0
0.998,7.95385,0.4,0.4,30.0
0.998,7.99179,0.4,0.4,31.0
0.998,8.00237,0.4,0.4,32.0
0.998,8.05111,0.4,0.4,33.0
0.998,7.47005,0.4,0.4,34.0
0.998,8.10417,0.4,0.4,35.0
0.998,7.4767,0.4,0.4,36.0
0.998,7.47353,0.4,0.4,37.0
0.998,7.47767,0.4,0.4,38.0
0.998,7.47617,0.4,0.4,39.0
0.998,7.48762,0.4,0.4,40.0
0.998,7.48236,0.4,0.45,0.0
0.998,8.01327,0.4,0.45,1.0
0.998,7.48315,0.4,0.45,2.0
0.998,7.48336,0.4,0.45,3.0
0.998,7.47216,0.4,0.45,4.0
0.998,7.46518,0.4,0.45,5.0
0.998,7.4679,0.4,0.45,6.0
0.998,7.46761,0.4,0.45,7.0
0.998,7.46513,0.4,0.45,8.0
0.998,7.46364,0.4,0.45,9.0
0.998,7.46993,0.4,0.45,10.0
0.998,7.47908,0.4,0.45,11.0
0.998,7.4775,0.4,0.45,12.0
0.998,7.48965,0.4,0.45,13.0
0.998,7.48756,0.4,0.45,14.0
0.998,7.50133,0.4,0.45,15.0
0.998,7.51147,0.4,0.45,16.0
0.998,7.53325,0.4,0.45,17.0
0.998,7.55728,0.4,0.45,18.0
0.998,7.56177,0.4,0.45,19.0
0.998,7.61661,0.4,0.45,20.0
0.998,7.63385,0.4,0.45,21.0
0.998,7.66139,0.4,0.45,22.0
0.998,7.47221,0.4,0.45,23.0
0.998,7.7018,0.4,0.45,24.0
0.998,7.48885,0.4,0.45,25.0
0.998,7.73938,0.4,0.45,26.0
0.998,7.74716,0.4,0.45,27.0
0.998,7.77574,0.4,0.45,28.0
0.998,7.78984,0.4,0.45,29.0
0.998,7.84276,0.4,0.45,30.0
0.998,7.90072,0.4,0.45,31.0
0.998,7.93186,0.4,0.45,32.0
0.998,7.96574,0.4,0.45,33.0
0.998,7.46942,0.4,0.45,34.0
0.998,7.98967,0.4,0.45,35.0
0.998,7.47706,0.4,0.45,36.0
0.998,7.47363,0.4,0.45,37.0
0.998,7.47618,0.4,0.45,38.0
0.998,7.47007,0.4,0.45,39.0
0.998,7.48374,0.4,0.45,40.0
0.98,7.47143,0.4,0.5,0.0
0.998,7.94152,0.4,0.5,1.0
0.998,7.47849,0.4,0.5,2.0
0.998,7.47102,0.4,0.5,3.0
0.998,7.48073,0.4,0.5,4.0
0.998,7.47736,0.4,0.5,5.0
0.998,7.4717,0.4,0.5,6.0
0.998,7.46365,0.4,0.5,7.0
0.998,7.46824,0.4,0.5,8.0
0.998,7.46368,0.4,0.5,9.0
0.998,7.46408,0.4,0.5,10.0
0.998,7.46816,0.4,0.5,11.0
0.998,7.4808,0.4,0.5,12.0
0.994,7.47631,0.4,0.5,13.0
0.998,7.47096,0.4,0.5,14.0
0.998,7.47454,0.4,0.5,15.0
0.998,7.48906,0.4,0.5,16.0
0.998,7.49905,0.4,0.5,17.0
0.998,7.5148,0.4,0.5,18.0
0.998,7.53574,0.4,0.5,19.0
0.998,7.54878,0.4,0.5,20.0
0.998,7.57192,0.4,0.5,21.0
0.998,7.5992,0.4,0.5,22.0
0.998,7.48555,0.4,0.5,23.0
0.998,7.62513,0.4,0.5,24.0
0.996,7.4891,0.4,0.5,25.0
0.998,7.66168,0.4,0.5,26.0
0.998,7.67436,0.4,0.5,27.0
0.998,7.71731,0.4,0.5,28.0
0.998,7.73709,0.4,0.5,29.0
0.998,7.76227,0.4,0.5,30.0
0.998,7.80902,0.4,0.5,31.0
0.998,7.81742,0.4,0.5,32.0
0.998,7.85506,0.4,0.5,33.0
0.998,7.4756,0.4,0.5,34.0
0.998,7.90387,0.4,0.5,35.0
0.998,7.47042,0.4,0.5,36.0
0.998,7.47397,0.4,0.5,37.0
0.998,7.47491,0.4,0.5,38.0
0.998,7.48096,0.4,0.5,39.0
0.988,7.47218,0.4,0.5,40.0
0.932,7.46594,0.4,0.55,0.0
0.998,7.85092,0.4,0.55,1.0
0.998,7.48167,0.4,0.55,2.0
0.998,7.48153,0.4,0.55,3.0
0.998,7.47261,0.4,0.55,4.0
0.998,7.47402,0.4,0.55,5.0
0.998,7.47629,0.4,0.55,6.0
0.998,7.47691,0.4,0.55,7.0
0.998,7.46659,0.4,0.55,8.0
0.998,7.46491,0.4,0.55,9.0
0.998,7.4676,0.4,0.55,10.0
0.998,7.46711,0.4,0.55,11.0
0.984,7.47853,0.4,0.55,12.0
0.962,7.47334,0.4,0.55,13.0
0.998,7.46895,0.4,0.55,14.0
0.998,7.47368,0.4,0.55,15.0
0.998,7.47902,0.4,0.55,16.0
0.998,7.47087,0.4,0.55,17.0
0.998,7.48504,0.4,0.55,18.0
0.998,7.49978,0.4,0.55,19.0
0.998,7.51898,0.4,0.55,20.0
0.998,7.53464,0.4,0.55,21.0
0.998,7.55389,0.4,0.55,22.0
0.992,7.47839,0.4,0.55,23.0
0.998,7.56961,0.4,0.55,24.0
0.976,7.47443,0.4,0.55,25.0
0.998,7.59548,0.4,0.55,26.0
0.998,7.60743,0.4,0.55,27.0
0.998,7.64367,0.4,0.55,28.0
0.998,7.67131,0.4,0.55,29.0
0.998,7.70067,0.4,0.55,30.0
0.998,7.73068,0.4,0.55,31.0
0.998,7.75791,0.4,0.55,32.0
0.998,7.79156,0.4,0.55,33.0
0.996,7.47519,0.4,0.55,34.0
0.998,7.81133,0.4,0.55,35.0
0.998,7.47418,0.4,0.55,36.0
0.998,7.472,0.4,0.55,37.0
0.998,7.46565,0.4,0.55,38.0
0.998,7.46757,0.4,0.55,39.0
0.948,7.47326,0.4,0.55,40.0
0.868,7.48172,0.4,0.6,0.0
0.998,7.78284,0.4,0.6,1.0
0.998,7.45879,0.4,0.6,2.0
0.998,7.47256,0.4,0.6,3.0
0.998,7.48357,0.4,0.6,4.0
0.998,7.48279,0.4,0.6,5.0
0.998,7.47632,0.4,0.6,6.0
0.998,7.47493,0.4,0.6,7.0
0.998,7.46878,0.4,0.6,8.0
0.998,7.46482,0.4,0.6,9.0
0.998,7.46149,0.4,0.6,10.0
0.998,7.46825,0.4,0.6,11.0
0.938,7.48467,0.4,0.6,12.0
0.904,7.47184,0.4,0.6,13.0
0.998,7.46078,0.4,0.6,14.0
0.998,7.46445,0.4,0.6,15.0
0.998,7.46388,0.4,0.6,16.0
0.998,7.47529,0.4,0.6,17.0
0.998,7.47172,0.4,0.6,18.0
0.998,7.47411,0.4,0.6,19.0
0.998,7.48007,0.4,0.6,20.0
0.998,7.49486,0.4,0.6,21.0
0.998,7.51896,0.4,0.6,22.0
0.954,7.48391,0.4,0.6,23.0
0.998,7.53219,0.4,0.6,24.0
0.922,7.46836,0.4,0.6,25.0
0.998,7.54746,0.4,0.6,26.0
0.998,7.55597,0.4,0.6,27.0
0.998,7.59964,0.4,0.6,28.0
0.998,7.60954,0.4,0.6,29.0
0.998,7.63005,0.4,0.6,30.0
0.998,7.66823,0.4,0.6,31.0
0.998,7.6895,0.4,0.6,32.0
0.998,7.722,0.4,0.6,33.0
0.968,7.48535,0.4,0.6,34.0
0.998,7.74911,0.4,0.6,35.0
0.978,7.47962,0.4,0.6,36.0
0.986,7.47455,0.4,0.6,37.0
0.994,7.47979,0.4,0.6,38.0
0.996,7.47301,0.4,0.6,39.0
0.886,7.4736,0.4,0.6,40.0
0.802,7.47891,0.4,0.65,0.0
0.998,7.69983,0.4,0.65,1.0
0.98,7.47791,0.4,0.65,2.0
0.988,7.46612,0.4,0.65,3.0
0.994,7.47526,0.4,0.65,4.0
0.996,7.48011,0.4,0.65,5.0
0.998,7.48278,0.4,0.65,6.0
0.998,7.48007,0.4,0.65,7.0
0.998,7.4692,0.4,0.65,8.0
0.998,7.46684,0.4,0.65,9.0
0.998,7.4674,0.4,0.65,10.0
0.998,7.46742,0.4,0.65,11.0
0.876,7.4816,0.4,0.65,12.0
0.84,7.48057,0.4,0.65,13.0
0.998,7.46785,0.4,0.65,14.0
0.998,7.46598,0.4,0.65,15.0
0.998,7.46851,0.4,0.65,16.0
0.998,7.46933,0.4,0.65,17.0
0.998,7.46786,0.4,0.65,18.0
0.998,7.47363,0.4,0.65,19.0
0.998,7.46726,0.4,0.65,20.0
0.998,7.47637,0.4,0.65,21.0
0.998,7.48145,0.4,0.65,22.0
0.896,7.47643,0.4,0.65,23.0
0.998,7.49393,0.4,0.65,24.0
0.858,7.46937,0.4,0.65,25.0
0.998,7.51079,0.4,0.65,26.0
0.998,7.52953,0.4,0.65,27.0
0.998,7.54269,0.4,0.65,28.0
0.998,7.55851,0.4,0.65,29.0
0.998,7.59174,0.4,0.65,30.0
0.998,7.60468,0.4,0.65,31.0
0.998,7.62806,0.4,0.65,32.0
0.998,7.64996,0.4,0.65,33.0
0.912,7.4832,0.4,0.65,34.0
0.998,7.68107,0.4,0.65,35.0
0.928,7.48147,0.4,0.65,36.0
0.944,7.47697,0.4,0.65,37.0
0.958,7.46786,0.4,0.65,38.0
0.972,7.47084,0.4,0.65,39.0
0.822,7.48017,0.4,0.65,40.0
0.744,7.48193,0.4,0.7,0.0
0.998,7.64847,0.4,0.7,1.0
0.934,7.46696,0.4,0.7,2.0
0.95,7.46631,0.4,0.7,3.0
0.964,7.47388,0.4,0.7,4.0
0.976,7.45749,0.4,0.7,5.0
0.984,7.47067,0.4,0.7,6.0
0.992,7.47564,0.4,0.7,7.0
0.996,7.48169,0.4,0.7,8.0
0.998,7.47656,0.4,0.7,9.0
0.998,7.47302,0.4,0.7,10.0
0.998,7.4639,0.4,0.7,11.0
0.814,7.47624,0.4,0.7,12.0
0.778,7.47404,0.4,0.7,13.0
0.998,7.47201,0.4,0.7,14.0
0.998,7.46729,0.4,0.7,15.0
0.998,7.46475,0.4,0.7,16.0
0.998,7.46367,0.4,0.7,17.0
0.998,7.4654,0.4,0.7,18.0
0.998,7.46088,0.4,0.7,19.0
0.998,7.46815,0.4,0.7,20.0
0.998,7.47591,0.4,0.7,21.0
0.998,7.46857,0.4,0.7,22.0
0.834,7.47285,0.4,0.7,23.0
0.998,7.48601,0.4,0.7,24.0
0.796,7.48706,0.4,0.7,25.0
0.998,7.48957,0.4,0.7,26.0
0.998,7.49371,0.4,0.7,27.0
0.998,7.51446,0.4,0.7,28.0
0.998,7.5277,0.4,0.7,29.0
0.998,7.54087,0.4,0.7,30.0
0.998,7.5615,0.4,0.7,31.0
0.998,7.59165,0.4,0.7,32.0
0.998,7.59958,0.4,0.7,33.0
0.85,7.47915,0.4,0.7,34.0
0.998,7.62925,0.4,0.7,35.0
0.868,7.48031,0.4,0.7,36.0
0.886,7.48559,0.4,0.7,37.0
0.902,7.48123,0.4,0.7,38.0
0.92,7.46184,0.4,0.7,39.0
0.762,7.47551,0.4,0.7,40.0
0.696,7.48405,0.4,0.75,0.0
0.998,7.60422,0.4,0.75,1.0
0.878,7.47531,0.4,0.75,2.0
0.894,7.46394,0.4,0.75,3.0
0.91,7.45988,0.4,0.75,4.0
0.926,7.47537,0.4,0.75,5.0
0.942,7.46772,0.4,0.75,6.0
0.956,7.46937,0.4,0.75,7.0
0.97,7.46947,0.4,0.75,8.0
0.978,7.47976,0.4,0.75,9.0
0.986,7.4686,0.4,0.75,10.0
0.992,7.47046,0.4,0.75,11.0
0.758,7.48159,0.4,0.75,12.0
0.724,7.4875,0.4,0.75,13.0
0.996,7.47058,0.4,0.75,14.0
0.998,7.46431,0.4,0.75,15.0
0.998,7.46942,0.4,0.75,16.0
0.998,7.46056,0.4,0.75,17.0
0.998,7.46546,0.4,0.75,18.0
0.998,7.46195,0.4,0.75,19.0
0.998,7.4631,0.4,0.75,20.0
0.998,7.46593,0.4,0.75,21.0
0.998,7.47736,0.4,0.75,22.0
0.774,7.48335,0.4,0.75,23.0
0.998,7.48076,0.4,0.75,24.0
0.74,7.48107,0.4,0.75,25.0
0.998,7.46213,0.4,0.75,26.0
0.998,7.47797,0.4,0.75,27.0
0.998,7.48633,0.4,0.75,28.0
0.998,7.49527,0.4,0.75,29.0
0.998,7.51899,0.4,0.75,30.0
0.998,7.52656,0.4,0.75,31.0
0.998,7.54371,0.4,0.75,32.0
0.998,7.55918,0.4,0.75,33.0
0.792,7.47972,0.4,0.75,34.0
0.998,7.58485,0.4,0.75,35.0
0.808,7.47674,0.4,0.75,36.0
0.826,7.47619,0.4,0.75,37.0
0.842,7.48144,0.4,0.75,38.0
0.86,7.47695,0.4,0.75,39.0
0.71,7.48769,0.4,0.75,40.0
0.656,7.4744,0.4,0.8,0.0
0.998,7.55005,0.4,0.8,1.0
0.818,7.47458,0.4,0.8,2.0
0.836,7.47562,0.4,0.8,3.0
0.852,7.4711,0.4,0.8,4.0
0.868,7.46029,0.4,0.8,5.0
0.886,7.46398,0.4,0.8,6.0
0.9,7.47121,0.4,0.8,7.0
0.916,7.46875,0.4,0.8,8.0
0.932,7.47427,0.4,0.8,9.0
0.946,7.47553,0.4,0.8,10.0
0.96,7.47824,0.4,0.8,11.0
0.708,7.46449,0.4,0.8,12.0
0.682,7.47799,0.4,0.8,13.0
0.972,7.47494,0.4,0.8,14.0
0.98,7.46623,0.4,0.8,15.0
0.988,7.47024,0.4,0.8,16.0
0.994,7.45865,0.4,0.8,17.0
0.996,7.46088,0.4,0.8,18.0
0.998,7.46956,0.4,0.8,19.0
