Mv,Hc,Skew,Jdp,File
0.508,3.72254,0.8,0.5,0.0
0.998,4.16035,0.8,0.5,1.0
0.702,3.71963,0.8,0.5,2.0
0.726,3.7059,0.8,0.5,3.0
0.748,3.71967,0.8,0.5,4.0
0.774,3.71095,0.8,0.5,5.0
0.798,3.70568,0.8,0.5,6.0
0.824,3.69518,0.8,0.5,7.0
0.85,3.70342,0.8,0.5,8.0
0.876,3.69818,0.8,0.5,9.0
0.9,3.70069,0.8,0.5,10.0
0.922,3.70373,0.8,0.5,11.0
0.566,3.7261,0.8,0.5,12.0
0.536,3.72369,0.8,0.5,13.0
0.944,3.71716,0.8,0.5,14.0
0.966,3.70771,0.8,0.5,15.0
0.98,3.72034,0.8,0.5,16.0
0.992,3.73286,0.8,0.5,17.0
0.996,3.7641,0.8,0.5,18.0
0.998,3.78512,0.8,0.5,19.0
0.998,3.79307,0.8,0.5,20.0
0.998,3.81814,0.8,0.5,21.0
0.998,3.84739,0.8,0.5,22.0
0.586,3.72802,0.8,0.5,23.0
0.998,3.87089,0.8,0.5,24.0
0.55,3.7231,0.8,0.5,25.0
0.998,3.90395,0.8,0.5,26.0
0.998,3.92621,0.8,0.5,27.0
0.998,3.96597,0.8,0.5,28.0
0.998,3.99733,0.8,0.5,29.0
0.998,4.01859,0.8,0.5,30.0
0.998,4.05908,0.8,0.5,31.0
0.998,4.08253,0.8,0.5,32.0
0.998,4.12338,0.8,0.5,33.0
0.6,3.72433,0.8,0.5,34.0
0.998,4.17635,0.8,0.5,35.0
0.618,3.70907,0.8,0.5,36.0
0.638,3.70952,0.8,0.5,37.0
0.66,3.70726,0.8,0.5,38.0
0.68,3.71881,0.8,0.5,39.0
0.522,3.72656,0.8,0.5,40.0
0.468,3.72975,0.8,0.55,0.0
0.998,4.12621,0.8,0.55,1.0
0.632,3.71555,0.8,0.55,2.0
0.65,3.71766,0.8,0.55,3.0
0.672,3.71251,0.8,0.55,4.0
0.692,3.7086,0.8,0.55,5.0
0.716,3.71166,0.8,0.55,6.0
0.736,3.70454,0.8,0.55,7.0
0.76,3.70419,0.8,0.55,8.0
0.784,3.69986,0.8,0.55,9.0
0.808,3.70139,0.8,0.55,10.0
0.832,3.70242,0.8,0.55,11.0
0.518,3.72779,0.8,0.55,12.0
0.492,3.72553,0.8,0.55,13.0
0.858,3.70082,0.8,0.55,14.0
0.882,3.71338,0.8,0.55,15.0
0.906,3.70854,0.8,0.55,16.0
0.928,3.71483,0.8,0.55,17.0
0.95,3.72165,0.8,0.55,18.0
0.97,3.7329,0.8,0.55,19.0
0.984,3.75906,0.8,0.55,20.0
0.994,3.77897,0.8,0.55,21.0
0.996,3.79532,0.8,0.55,22.0
0.532,3.72561,0.8,0.55,23.0
0.998,3.82361,0.8,0.55,24.0
0.504,3.71747,0.8,0.55,25.0
0.998,3.84773,0.8,0.55,26.0
0.998,3.86643,0.8,0.55,27.0
0.998,3.91905,0.8,0.55,28.0
0.998,3.91804,0.8,0.55,29.0
0.998,3.94063,0.8,0.55,30.0
0.998,3.98103,0.8,0.55,31.0
0.998,4.01206,0.8,0.55,32.0
0.998,4.02054,0.8,0.55,33.0
0.546,3.71929,0.8,0.55,34.0
0.998,4.06399,0.8,0.55,35.0
0.56,3.72074,0.8,0.55,36.0
0.58,3.71999,0.8,0.55,37.0
0.594,3.70779,0.8,0.55,38.0
0.612,3.70604,0.8,0.55,39.0
0.48,3.71418,0.8,0.55,40.0
0.432,3.73145,0.8,0.6,0.0
0.998,4.02983,0.8,0.6,1.0
0.574,3.70826,0.8,0.6,2.0
0.588,3.71267,0.8,0.6,3.0
0.606,3.72275,0.8,0.6,4.0
0.624,3.72394,0.8,0.6,5.0
0.642,3.71111,0.8,0.6,6.0
0.662,3.7069,0.8,0.6,7.0
0.682,3.7026,0.8,0.6,8.0
0.704,3.70449,0.8,0.6,9.0
0.724,3.69667,0.8,0.6,10.0
0.746,3.69902,0.8,0.6,11.0
0.476,3.72566,0.8,0.6,12.0
0.452,3.72305,0.8,0.6,13.0
0.768,3.70091,0.8,0.6,14.0
0.792,3.70568,0.8,0.6,15.0
0.814,3.70116,0.8,0.6,16.0
0.838,3.70829,0.8,0.6,17.0
0.862,3.715,0.8,0.6,18.0
0.888,3.71336,0.8,0.6,19.0
0.912,3.71693,0.8,0.6,20.0
0.934,3.73333,0.8,0.6,21.0
0.956,3.75392,0.8,0.6,22.0
0.488,3.72264,0.8,0.6,23.0
0.974,3.77377,0.8,0.6,24.0
0.464,3.72125,0.8,0.6,25.0
0.986,3.7934,0.8,0.6,26.0
0.994,3.82085,0.8,0.6,27.0
0.998,3.85016,0.8,0.6,28.0
0.998,3.87138,0.8,0.6,29.0
0.998,3.89215,0.8,0.6,30.0
0.998,3.90443,0.8,0.6,31.0
0.998,3.94051,0.8,0.6,32.0
0.998,3.96846,0.8,0.6,33.0
0.502,3.72496,0.8,0.6,34.0
0.998,4.01548,0.8,0.6,35.0
0.514,3.71591,0.8,0.6,36.0
0.528,3.71851,0.8,0.6,37.0
0.54,3.71392,0.8,0.6,38.0
0.556,3.72115,0.8,0.6,39.0
0.442,3.72342,0.8,0.6,40.0
0.406,3.71977,0.8,0.65,0.0
0.998,3.97718,0.8,0.65,1.0
0.522,3.71406,0.8,0.65,2.0
0.536,3.71328,0.8,0.65,3.0
0.55,3.70683,0.8,0.65,4.0
0.566,3.71562,0.8,0.65,5.0
0.582,3.7182,0.8,0.65,6.0
0.598,3.71769,0.8,0.65,7.0
0.614,3.71344,0.8,0.65,8.0
0.634,3.7065,0.8,0.65,9.0
0.652,3.70533,0.8,0.65,10.0
0.672,3.70577,0.8,0.65,11.0
0.44,3.71816,0.8,0.65,12.0
0.42,3.72345,0.8,0.65,13.0
0.692,3.70121,0.8,0.65,14.0
0.712,3.69756,0.8,0.65,15.0
0.732,3.70209,0.8,0.65,16.0
0.754,3.70093,0.8,0.65,17.0
0.774,3.70126,0.8,0.65,18.0
0.796,3.71116,0.8,0.65,19.0
0.818,3.70232,0.8,0.65,20.0
0.84,3.71624,0.8,0.65,21.0
0.864,3.72348,0.8,0.65,22.0
0.45,3.72267,0.8,0.65,23.0
0.89,3.73868,0.8,0.65,24.0
0.43,3.73043,0.8,0.65,25.0
0.918,3.76229,0.8,0.65,26.0
0.938,3.77138,0.8,0.65,27.0
0.96,3.79508,0.8,0.65,28.0
0.978,3.81108,0.8,0.65,29.0
0.99,3.84827,0.8,0.65,30.0
0.996,3.8643,0.8,0.65,31.0
0.998,3.8682,0.8,0.65,32.0
0.998,3.91228,0.8,0.65,33.0
0.462,3.72623,0.8,0.65,34.0
0.998,3.9368,0.8,0.65,35.0
0.472,3.72312,0.8,0.65,36.0
0.484,3.71606,0.8,0.65,37.0
0.496,3.71458,0.8,0.65,38.0
0.51,3.70803,0.8,0.65,39.0
0.412,3.72026,0.8,0.65,40.0
0.378,3.72694,0.8,0.7,0.0
0.996,3.90159,0.8,0.7,1.0
0.482,3.71205,0.8,0.7,2.0
0.492,3.70994,0.8,0.7,3.0
0.504,3.71916,0.8,0.7,4.0
0.518,3.7055,0.8,0.7,5.0
0.532,3.71095,0.8,0.7,6.0
0.546,3.71065,0.8,0.7,7.0
0.558,3.71722,0.8,0.7,8.0
0.576,3.71239,0.8,0.7,9.0
0.592,3.70475,0.8,0.7,10.0
0.608,3.70431,0.8,0.7,11.0
0.41,3.73007,0.8,0.7,12.0
0.394,3.72133,0.8,0.7,13.0
0.624,3.7038,0.8,0.7,14.0
0.642,3.70512,0.8,0.7,15.0
0.66,3.70345,0.8,0.7,16.0
0.68,3.6998,0.8,0.7,17.0
0.696,3.69996,0.8,0.7,18.0
0.716,3.70566,0.8,0.7,19.0
0.736,3.70783,0.8,0.7,20.0
0.756,3.71544,0.8,0.7,21.0
0.776,3.70299,0.8,0.7,22.0
0.418,3.72192,0.8,0.7,23.0
0.798,3.7212,0.8,0.7,24.0
0.402,3.72647,0.8,0.7,25.0
0.82,3.72778,0.8,0.7,26.0
0.842,3.73699,0.8,0.7,27.0
0.868,3.76203,0.8,0.7,28.0
0.894,3.77628,0.8,0.7,29.0
0.92,3.78774,0.8,0.7,30.0
0.942,3.8225,0.8,0.7,31.0
0.966,3.8437,0.8,0.7,32.0
0.982,3.85511,0.8,0.7,33.0
0.428,3.71725,0.8,0.7,34.0
0.992,3.85283,0.8,0.7,35.0
0.438,3.72345,0.8,0.7,36.0
0.448,3.73587,0.8,0.7,37.0
0.458,3.72264,0.8,0.7,38.0
0.47,3.71323,0.8,0.7,39.0
0.384,3.7207,0.8,0.7,40.0
0.356,3.71759,0.8,0.75,0.0
0.948,3.8614,0.8,0.75,1.0
0.446,3.71336,0.8,0.75,2.0
0.454,3.71705,0.8,0.75,3.0
0.466,3.70553,0.8,0.75,4.0
0.478,3.71751,0.8,0.75,5.0
0.49,3.71978,0.8,0.75,6.0
0.5,3.70518,0.8,0.75,7.0
0.514,3.71239,0.8,0.75,8.0
0.526,3.71135,0.8,0.75,9.0
0.54,3.71395,0.8,0.75,10.0
0.552,3.71309,0.8,0.75,11.0
0.382,3.71663,0.8,0.75,12.0
0.368,3.72275,0.8,0.75,13.0
0.566,3.71095,0.8,0.75,14.0
0.584,3.69988,0.8,0.75,15.0
0.598,3.70387,0.8,0.75,16.0
0.614,3.70125,0.8,0.75,17.0
0.63,3.70637,0.8,0.75,18.0
0.648,3.70136,0.8,0.75,19.0
0.666,3.701,0.8,0.75,20.0
0.684,3.69815,0.8,0.75,21.0
0.702,3.7102,0.8,0.75,22.0
0.392,3.72333,0.8,0.75,23.0
0.72,3.71449,0.8,0.75,24.0
0.374,3.71888,0.8,0.75,25.0
0.738,3.71261,0.8,0.75,26.0
0.76,3.71966,0.8,0.75,27.0
0.778,3.73024,0.8,0.75,28.0
0.802,3.74521,0.8,0.75,29.0
0.822,3.75656,0.8,0.75,30.0
0.846,3.76925,0.8,0.75,31.0
0.87,3.77729,0.8,0.75,32.0
0.896,3.81821,0.8,0.75,33.0
0.396,3.72358,0.8,0.75,34.0
0.922,3.83116,0.8,0.75,35.0
0.406,3.72133,0.8,0.75,36.0
0.416,3.7165,0.8,0.75,37.0
0.424,3.72908,0.8,0.75,38.0
0.436,3.71711,0.8,0.75,39.0
0.362,3.7162,0.8,0.75,40.0
0.334,3.71211,0.8,0.8,0.0
0.844,3.81232,0.8,0.8,1.0
0.412,3.7141,0.8,0.8,2.0
0.422,3.71911,0.8,0.8,3.0
0.43,3.71312,0.8,0.8,4.0
0.44,3.70366,0.8,0.8,5.0
0.454,3.70637,0.8,0.8,6.0
0.464,3.7106,0.8,0.8,7.0
0.474,3.70333,0.8,0.8,8.0
0.486,3.71361,0.8,0.8,9.0
0.498,3.72519,0.8,0.8,10.0
0.508,3.72076,0.8,0.8,11.0
0.36,3.70964,0.8,0.8,12.0
0.348,3.70533,0.8,0.8,13.0
0.534,3.70957,0.8,0.8,14.0
0.546,3.70503,0.8,0.8,15.0
0.56,3.6992,0.8,0.8,16.0
0.576,3.6998,0.8,0.8,17.0
0.59,3.70439,0.8,0.8,18.0
0.604,3.69967,0.8,0.8,19.0
0.62,3.70353,0.8,0.8,20.0
0.636,3.70414,0.8,0.8,21.0
0.654,3.70575,0.8,0.8,22.0
0.366,3.72486,0.8,0.8,23.0
0.354,3.72973,0.8,0.8,24.0
0.668,3.71566,0.8,0.8,25.0
0.684,3.71298,0.8,0.8,26.0
0.704,3.71499,0.8,0.8,27.0
0.722,3.72508,0.8,0.8,28.0
0.74,3.72447,0.8,0.8,29.0
0.758,3.74247,0.8,0.8,30.0
0.778,3.76551,0.8,0.8,31.0
0.8,3.77431,0.8,0.8,32.0
0.822,3.7881,0.8,0.8,33.0
0.372,3.71487,0.8,0.8,34.0
0.38,3.72017,0.8,0.8,35.0
0.388,3.71556,0.8,0.8,36.0
0.394,3.71699,0.8,0.8,37.0
0.404,3.72012,0.8,0.8,38.0
0.342,3.70437,0.8,0.8,39.0
0.318,3.71519,0.8,0.85,0.0
0.758,3.76833,0.8,0.85,1.0
0.386,3.71867,0.8,0.85,2.0
0.394,3.71491,0.8,0.85,3.0
0.402,3.71963,0.8,0.85,4.0
0.41,3.72213,0.8,0.85,5.0
0.418,3.71026,0.8,0.85,6.0
0.428,3.70639,0.8,0.85,7.0
0.438,3.70977,0.8,0.85,8.0
0.45,3.70958,0.8,0.85,9.0
0.46,3.70827,0.8,0.85,10.0
0.47,3.71971,0.8,0.85,11.0
0.34,3.7193,0.8,0.85,12.0
0.328,3.71728,0.8,0.85,13.0
0.48,3.72218,0.8,0.85,14.0
0.494,3.7131,0.8,0.85,15.0
0.504,3.71372,0.8,0.85,16.0
0.516,3.70979,0.8,0.85,17.0
0.528,3.70721,0.8,0.85,18.0
0.54,3.7042,0.8,0.85,19.0
0.552,3.69791,0.8,0.85,20.0
0.566,3.70488,0.8,0.85,21.0
0.58,3.71165,0.8,0.85,22.0
0.344,3.72265,0.8,0.85,23.0
0.594,3.70256,0.8,0.85,24.0
0.334,3.7149,0.8,0.85,25.0
0.608,3.70076,0.8,0.85,26.0
0.624,3.70307,0.8,0.85,27.0
0.64,3.71387,0.8,0.85,28.0
0.654,3.71453,0.8,0.85,29.0
0.67,3.71189,0.8,0.85,30.0
0.688,3.73074,0.8,0.85,31.0
0.704,3.74369,0.8,0.85,32.0
0.722,3.74002,0.8,0.85,33.0
0.35,3.7109,0.8,0.85,34.0
0.74,3.77159,0.8,0.85,35.0
0.358,3.70821,0.8,0.85,36.0
0.364,3.71053,0.8,0.85,37.0
0.37,3.71713,0.8,0.85,38.0
0.378,3.71372,0.8,0.85,39.0
0.324,3.71551,0.8,0.85,40.0
0.298,3.70953,0.8,0.9,0.0
0.686,3.74767,0.8,0.9,1.0
0.36,3.70732,0.8,0.9,2.0
0.368,3.71738,0.8,0.9,3.0
0.376,3.72394,0.8,0.9,4.0
0.384,3.71507,0.8,0.9,5.0
0.392,3.72217,0.8,0.9,6.0
0.4,3.71454,0.8,0.9,7.0
0.408,3.71135,0.8,0.9,8.0
0.416,3.71019,0.8,0.9,9.0
0.426,3.72589,0.8,0.9,10.0
0.436,3.71403,0.8,0.9,11.0
0.322,3.70139,0.8,0.9,12.0
0.308,3.70293,0.8,0.9,13.0
0.446,3.71563,0.8,0.9,14.0
0.456,3.72637,0.8,0.9,15.0
0.466,3.71912,0.8,0.9,16.0
0.476,3.7166,0.8,0.9,17.0
0.488,3.70412,0.8,0.9,18.0
0.498,3.70984,0.8,0.9,19.0
0.51,3.70711,0.8,0.9,20.0
0.522,3.70263,0.8,0.9,21.0
0.534,3.7071,0.8,0.9,22.0
0.328,3.7222,0.8,0.9,23.0
0.546,3.70457,0.8,0.9,24.0
0.316,3.72337,0.8,0.9,25.0
0.558,3.70748,0.8,0.9,26.0
0.572,3.70957,0.8,0.9,27.0
0.584,3.70368,0.8,0.9,28.0
0.598,3.71359,0.8,0.9,29.0
0.612,3.71669,0.8,0.9,30.0
0.626,3.71328,0.8,0.9,31.0
0.642,3.71247,0.8,0.9,32.0
0.656,3.7241,0.8,0.9,33.0
0.332,3.71994,0.8,0.9,34.0
0.672,3.73228,0.8,0.9,35.0
0.338,3.69836,0.8,0.9,36.0
0.342,3.70438,0.8,0.9,37.0
0.35,3.70674,0.8,0.9,38.0
0.354,3.7133,0.8,0.9,39.0
0.302,3.70691,0.8,0.9,40.0
0.282,3.70534,0.8,0.95,0.0
0.626,3.71978,0.8,0.95,1.0
0.342,3.71499,0.8,0.95,2.0
0.348,3.71595,0.8,0.95,3.0
0.354,3.71385,0.8,0.95,4.0
0.36,3.72093,0.8,0.95,5.0
0.366,3.72107,0.8,0.95,6.0
0.372,3.72554,0.8,0.95,7.0
0.38,3.72116,0.8,0.95,8.0
0.39,3.71623,0.8,0.95,9.0
0.396,3.71316,0.8,0.95,10.0
0.406,3.71471,0.8,0.95,11.0
0.302,3.70235,0.8,0.95,12.0
0.292,3.70013,0.8,0.95,13.0
0.414,3.71534,0.8,0.95,14.0
0.422,3.71624,0.8,0.95,15.0
0.432,3.7273,0.8,0.95,16.0
0.442,3.73044,0.8,0.95,17.0
0.452,3.71325,0.8,0.95,18.0
0.462,3.70996,0.8,0.95,19.0
0.472,3.69958,0.8,0.95,20.0
0.482,3.70476,0.8,0.95,21.0
0.492,3.70281,0.8,0.95,22.0
0.306,3.70468,0.8,0.95,23.0
0.502,3.70528,0.8,0.95,24.0
0.296,3.70476,0.8,0.95,25.0
0.514,3.70593,0.8,0.95,26.0
0.526,3.70314,0.8,0.95,27.0
0.538,3.70606,0.8,0.95,28.0
0.55,3.71035,0.8,0.95,29.0
0.562,3.70459,0.8,0.95,30.0
0.574,3.70966,0.8,0.95,31.0
0.584,3.71305,0.8,0.95,32.0
0.596,3.70774,0.8,0.95,33.0
0.312,3.70555,0.8,0.95,34.0
0.612,3.71978,0.8,0.95,35.0
0.318,3.70324,0.8,0.95,36.0
0.326,3.70645,0.8,0.95,37.0
0.332,3.70517,0.8,0.95,38.0
0.336,3.69855,0.8,0.95,39.0
0.288,3.70148,0.8,0.95,40.0
0.27,3.70363,0.8,1.0,0.0
0.572,3.70781,0.8,1.0,1.0
0.324,3.69968,0.8,1.0,2.0
0.33,3.70744,0.8,1.0,3.0
0.336,3.71327,0.8,1.0,4.0
0.34,3.70929,0.8,1.0,5.0
0.346,3.72334,0.8,1.0,6.0
0.352,3.73269,0.8,1.0,7.0
0.358,3.71099,0.8,1.0,8.0
0.364,3.71244,0.8,1.0,9.0
0.37,3.72201,0.8,1.0,10.0
0.38,3.70957,0.8,1.0,11.0
0.286,3.69346,0.8,1.0,12.0
0.278,3.70464,0.8,1.0,13.0
0.386,3.72676,0.8,1.0,14.0
0.396,3.73243,0.8,1.0,15.0
0.404,3.71731,0.8,1.0,16.0
0.412,3.71267,0.8,1.0,17.0
0.42,3.71495,0.8,1.0,18.0
0.428,3.71863,0.8,1.0,19.0
0.438,3.71231,0.8,1.0,20.0
0.446,3.70791,0.8,1.0,21.0
0.456,3.68781,0.8,1.0,22.0
0.29,3.69245,0.8,1.0,23.0
0.466,3.69826,0.8,1.0,24.0
0.282,3.69582,0.8,1.0,25.0
0.476,3.69981,0.8,1.0,26.0
0.486,3.70463,0.8,1.0,27.0
0.496,3.69572,0.8,1.0,28.0
0.508,3.70997,0.8,1.0,29.0
0.518,3.715,0.8,1.0,30.0
0.53,3.69845,0.8,1.0,31.0
0.54,3.70334,0.8,1.0,32.0
0.55,3.71079,0.8,1.0,33.0
0.296,3.6988,0.8,1.0,34.0
0.56,3.71071,0.8,1.0,35.0
0.3,3.70408,0.8,1.0,36.0
0.306,3.70118,0.8,1.0,37.0
0.312,3.69998,0.8,1.0,38.0
0.318,3.69238,0.8,1.0,39.0
0.274,3.70194,0.8,1.0,40.0
0.998,2.93806,1.0,0.0,0.0
0.998,3.40096,1.0,0.0,1.0
0.998,3.47655,1.0,0.0,2.0
0.998,3.54704,1.0,0.0,3.0
0.998,3.61991,1.0,0.0,4.0
0.998,3.7071,1.0,0.0,5.0
0.998,3.7669,1.0,0.0,6.0
0.998,3.82462,1.0,0.0,7.0
0.998,3.87904,1.0,0.0,8.0
0.998,3.95439,1.0,0.0,9.0
0.998,3.98032,1.0,0.0,10.0
0.998,3.00857,1.0,0.0,11.0
0.998,2.96193,1.0,0.0,12.0
0.998,4.09753,1.0,0.0,13.0
0.998,4.20794,1.0,0.0,14.0
0.998,4.24131,1.0,0.0,15.0
0.998,4.34106,1.0,0.0,16.0
0.998,3.0388,1.0,0.0,17.0
0.998,2.97943,1.0,0.0,18.0
0.998,3.08643,1.0,0.0,19.0
0.998,3.14777,1.0,0.0,20.0
0.998,3.20488,1.0,0.0,21.0
0.998,3.25719,1.0,0.0,22.0
0.998,3.32443,1.0,0.0,23.0
0.998,2.94077,1.0,0.0,24.0
0.998,2.94516,1.0,0.05,0.0
0.998,3.22998,1.0,0.05,1.0
0.998,3.28446,1.0,0.05,2.0
0.998,3.34512,1.0,0.05,3.0
0.998,3.41457,1.0,0.05,4.0
0.998,3.49811,1.0,0.05,5.0
0.998,3.55373,1.0,0.05,6.0
0.998,3.61124,1.0,0.05,7.0
0.998,3.66702,1.0,0.05,8.0
0.998,3.72841,1.0,0.05,9.0
0.998,3.80137,1.0,0.05,10.0
0.998,2.95908,1.0,0.05,11.0
0.998,2.93799,1.0,0.05,12.0
0.998,3.86196,1.0,0.05,13.0
0.998,3.91398,1.0,0.05,14.0
0.998,3.97082,1.0,0.05,15.0
0.998,3.99061,1.0,0.05,16.0
0.998,4.09758,1.0,0.05,17.0
0.998,4.13122,1.0,0.05,18.0
0.998,2.97742,1.0,0.05,19.0
0.998,2.94264,1.0,0.05,20.0
0.998,3.00006,1.0,0.05,21.0
0.998,3.02939,1.0,0.05,22.0
0.998,3.06529,1.0,0.05,23.0
0.998,3.11953,1.0,0.05,24.0
0.998,3.17613,1.0,0.05,25.0
0.998,2.94356,1.0,0.05,26.0
0.998,2.95135,1.0,0.1,0.0
0.998,3.10025,1.0,0.1,1.0
0.998,3.16235,1.0,0.1,2.0
0.998,3.20625,1.0,0.1,3.0
0.998,3.25385,1.0,0.1,4.0
0.998,3.29874,1.0,0.1,5.0
0.998,3.36416,1.0,0.1,6.0
0.998,3.42337,1.0,0.1,7.0
0.998,3.50378,1.0,0.1,8.0
0.998,3.56377,1.0,0.1,9.0
0.998,3.59915,1.0,0.1,10.0
0.998,2.94044,1.0,0.1,11.0
0.998,2.94358,1.0,0.1,12.0
0.998,3.66897,1.0,0.1,13.0
0.998,3.72609,1.0,0.1,14.0
0.998,3.76147,1.0,0.1,15.0
0.998,3.82153,1.0,0.1,16.0
0.998,3.9084,1.0,0.1,17.0
0.998,3.90662,1.0,0.1,18.0
0.998,3.96475,1.0,0.1,19.0
0.998,3.99112,1.0,0.1,20.0
0.998,4.03054,1.0,0.1,21.0
0.998,2.94343,1.0,0.1,22.0
0.998,2.94346,1.0,0.1,23.0
0.998,2.95396,1.0,0.1,24.0
0.998,2.97291,1.0,0.1,25.0
0.998,2.99814,1.0,0.1,26.0
0.998,3.01844,1.0,0.1,27.0
0.998,3.05714,1.0,0.1,28.0
0.998,2.94842,1.0,0.1,29.0
0.944,2.94858,1.0,0.15,0.0
0.998,3.01863,1.0,0.15,1.0
0.998,3.04198,1.0,0.15,2.0
0.998,3.08726,1.0,0.15,3.0
0.998,3.13925,1.0,0.15,4.0
0.998,3.17636,1.0,0.15,5.0
0.998,3.23045,1.0,0.15,6.0
0.998,3.27746,1.0,0.15,7.0
0.998,3.32981,1.0,0.15,8.0
0.998,3.37316,1.0,0.15,9.0
0.998,3.43138,1.0,0.15,10.0
0.998,2.94525,1.0,0.15,11.0
0.986,2.94908,1.0,0.15,12.0
0.998,3.49441,1.0,0.15,13.0
0.998,3.54239,1.0,0.15,14.0
0.998,3.5947,1.0,0.15,15.0
0.998,3.6627,1.0,0.15,16.0
0.998,3.70053,1.0,0.15,17.0
0.998,3.75982,1.0,0.15,18.0
0.998,3.82442,1.0,0.15,19.0
0.998,3.85417,1.0,0.15,20.0
0.998,3.88572,1.0,0.15,21.0
0.998,2.94382,1.0,0.15,22.0
0.998,3.92793,1.0,0.15,23.0
0.996,2.94586,1.0,0.15,24.0
0.998,3.94382,1.0,0.15,25.0
0.998,3.97844,1.0,0.15,26.0
0.998,2.9428,1.0,0.15,27.0
0.998,2.9452,1.0,0.15,28.0
0.998,2.952,1.0,0.15,29.0
0.998,2.97091,1.0,0.15,30.0
0.998,2.99051,1.0,0.15,31.0
0.972,2.94914,1.0,0.15,32.0
0.826,2.94757,1.0,0.2,0.0
0.998,2.96848,1.0,0.2,1.0
0.998,2.99136,1.0,0.2,2.0
0.998,3.01767,1.0,0.2,3.0
0.998,3.04488,1.0,0.2,4.0
0.998,3.07353,1.0,0.2,5.0
0.998,3.11557,1.0,0.2,6.0
0.998,3.16233,1.0,0.2,7.0
0.998,3.19745,1.0,0.2,8.0
0.998,3.25729,1.0,0.2,9.0
0.998,3.29829,1.0,0.2,10.0
0.958,2.94758,1.0,0.2,11.0
0.898,2.95445,1.0,0.2,12.0
0.998,3.33218,1.0,0.2,13.0
0.998,3.38149,1.0,0.2,14.0
0.998,3.44603,1.0,0.2,15.0
0.998,3.4822,1.0,0.2,16.0
0.998,3.53533,1.0,0.2,17.0
0.998,3.59447,1.0,0.2,18.0
0.998,3.63848,1.0,0.2,19.0
0.998,3.68727,1.0,0.2,20.0
0.998,3.72896,1.0,0.2,21.0
0.978,2.94268,1.0,0.2,22.0
0.998,3.78889,1.0,0.2,23.0
0.928,2.94967,1.0,0.2,24.0
0.998,3.80616,1.0,0.2,25.0
0.998,3.86207,1.0,0.2,26.0
0.998,3.91514,1.0,0.2,27.0
0.998,3.95346,1.0,0.2,28.0
0.998,3.91359,1.0,0.2,29.0
0.992,2.94216,1.0,0.2,30.0
0.996,2.94404,1.0,0.2,31.0
0.998,2.94104,1.0,0.2,32.0
0.998,2.94893,1.0,0.2,33.0
0.998,2.95255,1.0,0.2,34.0
0.862,2.94798,1.0,0.2,35.0
0.706,2.96361,1.0,0.25,0.0
0.998,2.94946,1.0,0.25,1.0
0.998,2.95417,1.0,0.25,2.0
0.998,2.96586,1.0,0.25,3.0
0.998,2.99258,1.0,0.25,4.0
0.998,3.01319,1.0,0.25,5.0
0.998,3.03656,1.0,0.25,6.0
0.998,3.06012,1.0,0.25,7.0
0.998,3.09726,1.0,0.25,8.0
0.998,3.14716,1.0,0.25,9.0
0.998,3.17084,1.0,0.25,10.0
0.846,2.9497,1.0,0.25,11.0
0.776,2.95163,1.0,0.25,12.0
0.998,3.21457,1.0,0.25,13.0
0.998,3.26929,1.0,0.25,14.0
0.998,3.30282,1.0,0.25,15.0
0.998,3.35995,1.0,0.25,16.0
0.998,3.39019,1.0,0.25,17.0
0.998,3.45287,1.0,0.25,18.0
0.998,3.48545,1.0,0.25,19.0
0.998,3.52316,1.0,0.25,20.0
0.998,3.5725,1.0,0.25,21.0
0.878,2.94889,1.0,0.25,22.0
0.998,3.6203,1.0,0.25,23.0
0.812,2.94717,1.0,0.25,24.0
0.998,3.66816,1.0,0.25,25.0
0.998,3.68321,1.0,0.25,26.0
0.998,3.74976,1.0,0.25,27.0
0.998,3.80217,1.0,0.25,28.0
0.998,3.86656,1.0,0.25,29.0
0.998,3.88305,1.0,0.25,30.0
0.998,3.88461,1.0,0.25,31.0
0.998,3.93404,1.0,0.25,32.0
0.91,2.94568,1.0,0.25,33.0
0.94,2.93801,1.0,0.25,34.0
0.966,2.94484,1.0,0.25,35.0
0.982,2.93882,1.0,0.25,36.0
0.994,2.94259,1.0,0.25,37.0
0.74,2.95408,1.0,0.25,38.0
0.62,2.97687,1.0,0.3,0.0
0.998,3.86487,1.0,0.3,1.0
0.95,2.94083,1.0,0.3,2.0
0.974,2.94091,1.0,0.3,3.0
0.986,2.95216,1.0,0.3,4.0
0.996,2.95858,1.0,0.3,5.0
0.998,2.96651,1.0,0.3,6.0
0.998,2.98677,1.0,0.3,7.0
0.998,3.00981,1.0,0.3,8.0
0.998,3.03555,1.0,0.3,9.0
0.998,3.05541,1.0,0.3,10.0
0.998,3.09455,1.0,0.3,11.0
0.728,2.95155,1.0,0.3,12.0
0.672,2.95886,1.0,0.3,13.0
0.998,3.13507,1.0,0.3,14.0
0.998,3.16596,1.0,0.3,15.0
0.998,3.19595,1.0,0.3,16.0
0.998,3.24288,1.0,0.3,17.0
0.998,3.27908,1.0,0.3,18.0
0.998,3.31742,1.0,0.3,19.0
0.998,3.36374,1.0,0.3,20.0
0.998,3.3859,1.0,0.3,21.0
0.998,3.45711,1.0,0.3,22.0
0.762,2.95428,1.0,0.3,23.0
0.998,3.47791,1.0,0.3,24.0
